Temp,Time,Date,Start_time
28.062,19:03:26,03.07.2015,0.83
28.062,19:03:29,03.07.2015,3.34
28.062,19:03:31,03.07.2015,5.88
28.125,19:03:34,03.07.2015,8.37
28.125,19:03:36,03.07.2015,10.88
28.125,19:03:39,03.07.2015,13.37
28.125,19:03:41,03.07.2015,15.88
28.125,19:03:44,03.07.2015,18.37
28.25,19:06:20,03.07.2015,0.83
28.312,19:06:22,03.07.2015,3.33
28.187,19:06:26,03.07.2015,7.51
28.125,19:06:29,03.07.2015,10.01
28.25,19:06:32,03.07.2015,13.38
28.25,19:06:35,03.07.2015,15.88
